aspect,label
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Education,neutral
Health,positive
Health,positive
Health,positive
Health,positive
Health,positive
Health,positive
Health,positive
Health,positive
Health,positive
Health,positive
Health,positive
Health,positive
Health,positive
Health,positive
Health,positive
Health,positive
Health,positive
Health,positive
Health,positive
Health,positive
Health,positive
Health,positive
Health,positive
Health,positive
Health,positive
Health,positive
Health,positive
Health,positive
Health,positive
Health,positive
Health,positive
Health,positive
Health,positive
Health,positive
Health,positive
Health,positive
Health,positive
Health,positive
Health,positive
Health,positive
Health,positive
Health,positive
Health,positive
Health,positive
Health,positive
Health,positive
Health,positive
Health,positive
Health,positive
Health,positive
Health,positive
Health,positive
Health,positive
Health,positive
Health,positive
Health,positive
Health,positive
Health,positive
Health,positive
Health,positive
Health,positive
Health,positive
Health,positive
Health,positive
Health,positive
Health,positive
Health,positive
Health,positive
Health,positive
Health,positive
Health,positive
Health,positive
Health,positive
Health,positive
Health,positive
Health,positive
Health,positive
Health,positive
Health,positive
Health,positive
Health,positive
Health,positive
Health,positive
Health,positive
Health,positive
Health,positive
Health,positive
Health,positive
Health,positive
Health,positive
Health,positive
Health,positive
Health,positive
Health,positive
Health,positive
Health,negative
Health,negative
Health,negative
Health,negative
Health,negative
Health,negative
Health,negative
Health,negative
Health,negative
Health,negative
Health,negative
Health,negative
Health,negative
Health,negative
Health,negative
Health,negative
Health,negative
Health,negative
Health,negative
Health,negative
Health,negative
Health,negative
Health,negative
Health,negative
Health,negative
Health,negative
Health,negative
Health,negative
Health,negative
Health,negative
Health,negative
Health,negative
Health,negative
Health,negative
Health,negative
Health,negative
Health,negative
Health,negative
Health,negative
Health,negative
Health,negative
Health,negative
Health,negative
Health,negative
Health,negative
Health,negative
Health,negative
Health,negative
Health,negative
Health,negative
Health,negative
Health,negative
Health,negative
Health,negative
Health,negative
Health,negative
Health,negative
Health,negative
Health,negative
Health,negative
Health,negative
Health,negative
Health,negative
Health,negative
Health,negative
Health,negative
Health,negative
Health,negative
Health,negative
Health,negative
Health,negative
Health,negative
Health,negative
Health,negative
Health,negative
Health,negative
Health,negative
Health,negative
Health,negative
Health,negative
Health,negative
Health,negative
Health,negative
Health,negative
Health,negative
Health,negative
Health,negative
Health,negative
Health,negative
Health,negative
Health,negative
Health,negative
Health,negative
Health,negative
Health,negative
Health,negative
Health,negative
Health,neutral
Health,neutral
Health,neutral
Health,neutral
Health,neutral
Health,neutral
Health,neutral
Health,neutral
Health,neutral
Health,neutral
Health,neutral
Health,neutral
Health,neutral
Health,neutral
Health,neutral
Health,neutral
Health,neutral
Health,neutral
Health,neutral
Health,neutral
Health,neutral
Health,neutral
Health,neutral
Health,neutral
Health,neutral
Health,neutral
Health,neutral
Health,neutral
Health,neutral
Health,neutral
Health,neutral
Health,neutral
Health,neutral
Health,neutral
Health,neutral
Health,neutral
Health,neutral
Health,neutral
Health,neutral
Health,neutral
Health,neutral
Health,neutral
Health,neutral
Health,neutral
Health,neutral
Health,neutral
Health,neutral
Health,neutral
Health,neutral
Health,neutral
Health,neutral
Health,neutral
Health,neutral
Health,neutral
Health,neutral
Health,neutral
Health,neutral
Health,neutral
Health,neutral
Health,neutral
Health,neutral
Health,neutral
Health,neutral
Health,neutral
Health,neutral
Health,neutral
Health,neutral
Health,neutral
Health,neutral
Health,neutral
Health,neutral
Health,neutral
Health,neutral
Health,neutral
Health,neutral
Health,neutral
Health,neutral
Health,neutral
Health,neutral
Health,neutral
Health,neutral
